injury_rate,high_injury_rate,injuries,sst_year,num_yrs_prev_on_sst,sic_sector_11,sic_sector_21,sic_sector_31,sic_sector_42,sic_sector_44,sic_sector_48,sic_sector_805,estab_id_duns,wp_days_2008,has_tmin1_odi,has_tmin3_odi,any_rep_will_viol_4yr,any_complaint_tmin13,any_fatcat_tmin13,any_insp_prior,avg_hours_analysis_tc99mm1,avg_hours_analysis_tc99mm2,avg_hours_analysis_tc99mm3,avg_hours_analysis_tc99_2mm1,avg_hours_analysis_tc99_2mm2,avg_hours_analysis_tc99_2mm3,avg_hours_analysis_tc99_3mm1,avg_hours_analysis_tc99_3mm2,avg_hours_analysis_tc99_3mm3,ln_avg_hours_analysismm1,ln_avg_hours_analysismm2,ln_avg_hours_analysismm3,count_dafw_analysis_tc99mm1,count_dafw_analysis_tc99mm2,count_dafw_analysis_tc99mm3,count_dafw_analysis_tc99_2mm1,count_dafw_analysis_tc99_2mm2,count_dafw_analysis_tc99_2mm3,count_dafw_analysis_tc99_3mm1,count_dafw_analysis_tc99_3mm2,count_dafw_analysis_tc99_3mm3,ln_count_dafw_analysismm1,ln_count_dafw_analysismm2,ln_count_dafw_analysismm3,ln_count_dafw_analysis_2mm1,ln_count_dafw_analysis_2mm2,ln_count_dafw_analysis_2mm3,ln_count_dafw_analysis_3mm1,ln_count_dafw_analysis_3mm2,ln_count_dafw_analysis_3mm3,ln_dafw_analysis_recmm1,ln_dafw_analysis_recmm2,ln_dafw_analysis_recmm3,dafw_analysis_rec_tc99mm1,dafw_analysis_rec_tc99mm2,dafw_analysis_rec_tc99mm3,dafw_analysis_rec_tc99_2mm1,dafw_analysis_rec_tc99_2mm2,dafw_analysis_rec_tc99_2mm3,cother_analysis_rec_tc99mm1,cother_analysis_rec_tc99mm2,cother_analysis_rec_tc99mm3,cother_analysis_rec_tc99_2mm1,cother_analysis_rec_tc99_2mm2,cother_analysis_rec_tc99_2mm3,ctransfer_analysis_rec_tc99mm1,ctransfer_analysis_rec_tc99mm2,ctransfer_analysis_rec_tc99mm3,ctransfer_analysis_rec_tc99_2mm1,ctransfer_analysis_rec_tc99_2mm2,ctransfer_analysis_rec_tc99_2mm3,any_deathsmm1,any_deathsmm2,any_strikesmm1,any_strikesmm2,any_shutdownmm1,any_shutdownmm2,any_seasonalmm1,any_seasonalmm2,any_disastermm1,any_disastermm2,any_long_schmm1,any_long_schmm2,any_illnessmm1,any_illnessmm2,ln_daway_analysismm2,ln_dtransfer_analysismm2,paydexmin_netsmm1,paydexmin_netsmt1,paydexmin_netsmm2,paydexmin_netsmt2,ln_sales_netsmm1,ln_sales_netsmm2,ln_sales_netsmt2,ln_emp_netsmm1,ln_emp_netsmm2,ln_emp_netsmm3,avg_viol_sic3mm1,avg_viol_sic3mm2,avg_viol_sic3mm3,avg_viol_stmm1,avg_viol_stmm2,avg_viol_stmm3,avg_pen_sic3mm1,avg_pen_sic3mm2,avg_pen_sic3mm3,avg_pen_stmm1,avg_pen_stmm2,avg_pen_stmm3,avg_gravity_sic3mm1,avg_gravity_sic3mm2,avg_gravity_sic3mm3,avg_gravity_stmm1,avg_gravity_stmm2,avg_gravity_stmm3,loom_dafw_rec_tc99_s4yrmm1,loom_dafw_rec_tc99_s4yrmm2,loom_dafw_rec_tc99_styrmm1,loom_dafw_rec_tc99_styrmm2,loom_ctransfer_rec_tc99_s4yrmm1,loom_ctransfer_rec_tc99_s4yrmm2,loom_ctransfer_rec_tc99_styrmm1,loom_ctransfer_rec_tc99_styrmm2,loom_cother_rec_tc99_s4yrmm1,loom_cother_rec_tc99_s4yrmm2,loom_cother_rec_tc99_styrmm1,loom_cother_rec_tc99_styrmm2,sd_dafw_rec_tc99_s3yrmm1,sd_dafw_rec_tc99_s3yrmm2,sd_dafw_rec_tc99_styrmm1,sd_dafw_rec_tc99_styrmm2,sd_ctransfer_rec_tc99_s3yrmm1,sd_ctransfer_rec_tc99_s3yrmm2,sd_ctransfer_rec_tc99_styrmm1,sd_ctransfer_rec_tc99_styrmm2,sd_cother_rec_tc99_s3yrmm1,sd_cother_rec_tc99_s3yrmm2,sd_cother_rec_tc99_styrmm1,sd_cother_rec_tc99_styrmm2,gravity_cy_mzmm1,gravity_cy_mzmm2,gravity_cy_mzmm3,ln_initial_pen_cy_mzmm1,ln_initial_pen_cy_mzmm2,ln_initial_pen_cy_mzmm3,initial_pen_cy_mzmm1,initial_pen_cy_mzmm2,initial_pen_cy_mzmm3,initial_pen_cy_mz_2mm1,initial_pen_cy_mz_2mm2,initial_pen_cy_mz_2mm3,public_netsmm1,standalone_netsmm1,headquarters_netsmm1,foreign_owned_netsmm1,estab_age_netsmm1,estab_age2_netsmm1,govt_contractor_netsmm1,exporter_netsmm1,importer_netsmm1,exp_imp_netsmm1,region_dum1,region_dum2,region_dum3,region_dum4,region_dum5,region_dum6,region_dum7,region_dum8,num_nonfat_comp_insp_cy_tc99mm1,num_nonfat_comp_insp_cy_tc99mm2,num_nonfat_comp_insp_cy_tc99mm3,l2_ln_count_dafw_has_tmin3_odi,l2_dafw_has_tmin3_odi,l2_ctransfer_has_tmin3_odi,l2_cother_has_tmin3_odi,l2_ln_count_dafw_has_tmin1_odi,l2_dafw_has_tmin1_odi,l2_ctransfer_has_tmin1_odi,l2_cother_has_tmin1_odi,l2_dafw_emp_q2,l2_dafw_emp_q3,l2_dafw_emp_q4
1.245693684,0,1,2005,-0.205447484,0,0,1,0,0,0,0,45055,0.792371008,1,1,0,1,0,1,-0.490643514,-0.478416331,-0.657225797,-0.288768857,-0.273269277,-0.376657671,-0.195611996,-0.182507927,-0.257909756,-0.608069299,-0.625753933,-0.897542345,-0.214081148,-0.576831879,-0.385435831,-0.274403822,-0.357227153,-0.378316857,-0.220762817,-0.249261527,-0.300160102,0.200088608,-0.604767409,-0.008110675,-0.087153088,-0.662096809,-0.286948177,-0.233462919,-0.555637144,-0.3862099,0.721508197,-0.200242439,0.707259637,0.455355566,-0.536891706,0.380234157,0.051137748,-0.56268222,-0.037818438,-0.734266846,-0.969532713,-1.215880253,-0.481606959,-0.500521942,-0.633071108,0.128287496,0.158128295,0.499188548,-0.223877464,-0.191016421,0.003637045,-0.077709962,0,-0.05085327,0,-0.361551629,0,-0.231224251,0,-0.087229583,0,-0.166302152,0,-0.664149539,0,0.023205922,-0.389272384,0.743278493,0,1.285070958,0,-1.347800224,-1.530952046,0,-0.66513201,-0.991190745,-2.322766193,0.846213654,0.692106245,0.368782378,1.264777917,0.982285446,0.812657321,-0.155626145,-0.048343565,-0.282765811,1.129893642,1.192341381,0.536098597,0.509328497,-0.524339782,0.212302802,1.133273186,1.111149867,0.595192464,-0.303762426,-0.17304485,0.000258,0.092780673,-0.612524052,-0.105586702,-0.00981803,-0.094234212,-0.057738255,0.067843899,0.240522869,0.126821867,-0.160596515,-0.167613166,0.080356996,-0.04552192,0.563756131,0.333630481,0.151599863,-0.137913868,0.676842133,0.085455442,0.320050173,-0.014038338,0.599706225,-0.158580855,-0.148103901,1.516328135,-0.262615551,-0.307363712,0.028167491,-0.110428899,-0.118530687,-0.033624029,-0.038706569,-0.047029343,0,1,0,0,-0.70621325,-0.474034675,0,0,0,0,0,0,0,0,1,0,0,0,-0.188933265,-0.245217614,-0.317365836,0.010823575,-0.109271612,0.456123383,-0.722729843,-0.38522246,-0.410051698,0.211956942,-0.899079001,0.692996197,-0.454697339,-0.426246343
9.312897682,1,12,2005,0.410504754,0,0,0,0,0,1,0,27073,-1.414767205,1,1,0,0,0,1,-0.230771354,-0.213674249,-0.33341739,-0.242020671,-0.22572279,-0.319896747,-0.189758774,-0.176548357,-0.250879685,0.010830164,0.012498559,-0.091180047,0.3433829,0.227944585,0.415177733,-0.087373018,-0.116329845,-0.088035352,-0.176849902,-0.193276399,-0.222582127,0.85479881,0.650299923,0.949052361,0.638577174,0.457936648,0.710798433,0.353775654,0.230267205,0.395582936,1.025655668,0.794878176,1.233151725,1.036420494,0.770156508,1.370277878,0.610639803,0.453320616,0.964309629,-0.639213872,-0.651116619,-1.03977976,-0.467287164,-0.474361306,-0.626300099,-0.469104518,-0.638128844,-0.580489638,-0.534155274,-0.653935936,-0.641191716,-0.077709962,0,-0.05085327,0,-0.361551629,0,-0.231224251,0,-0.087229583,0,-0.166302152,0,1.634173751,1,0.696177106,0.53331792,0.231430444,0,-1.246536007,0,-0.367865971,-0.357600252,0,-0.044803619,0.0018764,0.046752868,-0.978370462,-1.445764469,-1.025738722,0.924209219,1.111195221,1.029216127,-0.306220552,-0.78814416,-0.117441265,0.534476841,0.325213603,0.418249436,-0.645897339,-0.905250003,-0.343770208,0.327817702,0.209701213,0.155530539,2.533402967,2.020367973,0.796157873,1.089863739,-0.264072318,-0.651300546,1.238062705,1.340936322,-1.229943186,-1.288896691,-0.013426593,-0.113924805,2.244862853,2.121711391,0.471422598,1.096737081,0.524844389,-0.40635637,1.305657883,0.991409088,-0.905360724,-1.20054431,-0.186992199,-0.052194224,-0.117612289,-0.158580855,-0.148103901,-0.210732951,-0.262615551,-0.307363712,-0.089716275,-0.110428899,-0.118530687,-0.034094111,-0.038706569,-0.047029343,1,0,0,0,-0.495893199,-0.430893005,0,0,0,0,1,0,0,0,0,0,0,0,-0.188933265,-0.245217614,4.257629345,0.947084276,1.085796572,-0.329998586,-0.393265448,0.718827188,0.840471506,-0.576380797,-0.579674024,-0.455461801,2.286409303,-0.426246343
15.9016304,1,31,2001,-0.821399721,0,0,0,0,0,1,0,10092,0.792371008,1,1,0,0,0,0,0.377246962,0.252523399,0.467385005,-0.046064225,-0.084067258,-0.046951223,-0.145231779,-0.146457173,-0.184171215,0.904438036,0.73560771,1.057595328,3.242195948,2.340482803,2.702645057,2.895144861,1.825904694,2.058584183,2.114450733,1.156420258,1.279613977,2.165030161,1.805964503,2.102266303,2.721554438,2.051443468,2.383285399,2.786958388,1.928771518,2.214122661,1.761553327,1.495084257,1.661781822,3.369432582,2.602328848,2.533629274,4.554824395,3.303197057,2.68123278,-0.381661797,0.628295407,-0.564635347,-0.406796642,0.158224666,-0.540468984,-1.086112798,-1.163517323,-1.251787752,-0.642121536,-0.740819638,-0.752302851,-0.077709962,0,-0.05085327,0,-0.361551629,0,-0.231224251,0,-0.087229583,0,-0.166302152,0,-0.664149539,1,1.894323426,-1.90314952,1.152756932,0,0.968620087,0,0.542779532,0.588123086,0,0.839681884,0.860644507,0.881175805,-1.245406691,-1.311801461,-1.401874075,-0.492328923,0.130617848,-0.574178548,-0.744956951,-0.598975162,-1.011215494,-0.236107082,0.146000772,-0.743966224,-0.909391335,-0.764902997,-1.199557386,0.070854813,0.370127915,-0.768044371,0.986339246,2.757064814,0.409892807,0.223800357,-1.862733531,-1.00317998,0.237913872,0.220909484,0.010076406,0.878946565,0.788986479,1.067770698,1.927429786,2.860173882,0.470148012,0.341455981,-0.625992562,0.214470506,0.717363447,0.773573982,0.330298273,0.686464822,1.216052259,2.077565901,-0.117612289,-0.158580855,-0.148103901,-0.210732951,-0.262615551,-0.307363712,-0.089716275,-0.110428899,-0.118530687,-0.034094111,-0.038706569,-0.047029343,0,0,0,0,-0.636106566,-0.462050878,0,0,0,0,0,0,0,0,0,1,0,0,-0.188933265,-0.245217614,-0.317365836,1.809192071,2.760999404,-0.848699651,0.930539216,1.735434855,2.593409155,-1.096543876,0.703711384,-0.455461801,4.547125619,-0.426246343
11.66035271,1,8,2006,-0.205447484,0,0,0,0,0,0,1,42816,-0.311198099,1,1,0,0,0,0,-0.658683989,-0.635640484,-0.832590685,-0.307199534,-0.290227881,-0.394511726,-0.197022223,-0.183783966,-0.259190062,-1.192919311,-1.184246487,-1.555150998,0.677861328,-0.476234821,-0.614182563,0.084695321,-0.342171071,-0.417346303,-0.116777034,-0.247672992,-0.30490286,1.115287055,-0.34984562,-0.510052422,0.985716454,-0.486049969,-0.668620235,0.689393552,-0.46237155,-0.603269419,2.074482852,0.520501281,0.531164294,3.619998136,0.296667586,0.128875399,5.140088609,-0.012566631,-0.225062107,-1.002119157,-0.969532713,-0.421659601,-0.498742561,-0.500521942,-0.495345524,-1.086112798,1.11022395,0.76660084,-0.642121536,0.886449202,0.252165617,-0.077709962,0,-0.05085327,0,-0.361551629,1,-0.231224251,0,-0.087229583,0,-0.166302152,0,-0.664149539,0,-0.275027012,-0.202812164,0.845648103,0,0.863136464,0,-0.806731385,-0.756481393,0,0.471055812,0.502736647,-1.027553396,-0.802772795,-0.804708469,-0.866307889,-1.990276396,-2.068123247,-2.271598137,-0.389397973,-0.361616292,-0.284073384,-1.127896992,-1.442943173,-1.643683116,-0.474100032,-0.464579286,-0.418349895,-1.445672054,-1.629569592,-1.721395062,0.104182343,0.558651112,0.29714919,0.094875716,0.164948877,0.839218121,1.806869304,1.037498314,-0.119925619,-0.024250832,1.242664116,0.832639977,0.202705871,0.477582468,0.598172559,-0.027080569,0.452445081,0.772786888,2.823766321,1.43259557,0.313392017,0.1310224,1.200521308,1.388186906,-0.117612289,-0.158580855,-0.148103901,-0.210732951,-0.262615551,-0.307363712,-0.089716275,-0.110428899,-0.118530687,-0.034094111,-0.038706569,-0.047029343,0,1,0,0,-0.776319933,-0.483621713,0,0,0,0,0,0,0,0,0,0,0,0,-0.188933265,-0.245217614,-0.317365836,0.200991263,0.652873333,1.396100276,-0.722729843,-0.160974482,0.387459231,1.15458326,-0.899079001,-0.455461801,-0.454697339,-0.426246343
3.962207556,1,10,2006,1.642409229,0,0,1,0,0,0,0,5417,-1.414767205,1,1,0,0,0,1,0.421912972,0.382280301,0.083975637,-0.02688573,-0.031494523,-0.201190054,-0.139604987,-0.13188167,-0.227237684,0.953873849,0.888648374,0.596746967,2.350253471,2.239885745,0.643924465,1.61834791,1.690399958,0.038810348,0.874651125,1.028607587,-0.173412306,1.901884774,1.770810522,1.126202872,2.235720298,1.995022373,0.934297641,2.136454204,1.859431862,0.605388815,1.470200366,1.342061309,0.951345824,2.249568477,2.106536474,0.790221751,2.322323477,2.367775851,0.325970542,-0.400665288,-0.698099961,-0.975530008,-0.412342666,-0.481511913,-0.620458021,-0.858871353,-1.063991609,-1.251787752,-0.627476813,-0.737701841,-0.752302851,-0.077709962,0,-0.05085327,0,-0.361551629,0,-0.231224251,0,-0.087229583,0,-0.166302152,0,1.634173751,1,1.66090626,0.710259209,-0.792265654,0,-0.824601513,0,-0.362811064,-0.698246272,0,-1.528626624,-1.895747807,0.361126241,1.095008442,0.392062433,0.371662068,0.257301316,0.59185039,0.5682805,0.621323025,0.063870296,0.267432728,-0.008775757,0.561812638,0.320251466,0.487605869,-0.424029487,0.274422221,0.149779065,0.623375325,0.54616423,0.149285464,0.264253675,-0.78531616,-0.692777381,1.369910888,2.148154217,-0.074300024,-0.076191345,2.425482209,2.209911057,-0.655199623,-0.503551073,-0.702867564,-0.518864823,-0.654899445,-0.523981942,0.24880349,0.319138367,-0.296715461,-0.218696666,0.435013975,0.23485997,-0.48934142,-0.50576261,-0.117612289,-0.158580855,-0.148103901,-0.210732951,-0.262615551,-0.307363712,-0.089716275,-0.110428899,-0.118530687,-0.034094111,-0.038706569,-0.047029343,1,0,1,0,0.766027109,0.280944555,0,0,0,0,0,0,0,0,1,0,0,0,-0.188933265,-0.245217614,-0.317365836,1.782967749,2.307683539,-0.750440751,-0.441879002,1.704510824,2.119057971,-0.998008023,-0.626803279,-0.455461801,-0.454697339,4.006165654
7.73563242,1,16,2006,2.258361467,0,0,0,0,0,1,0,10092,0.792371008,1,1,0,0,0,0,0.226632975,0.352368778,0.379555218,-0.105908437,-0.044121294,-0.086105133,-0.161498728,-0.135525597,-0.196210614,0.725403339,0.854686488,0.961958051,2.127267852,1.535706339,1.673284761,1.349023552,0.862315465,0.851110695,0.655036363,0.343090313,0.282618425,1.82469941,1.488794789,1.708039424,2.099650796,1.560444297,1.753714184,1.962554771,1.346418048,1.465653063,1.541838994,1.069020206,1.314808683,2.497117764,1.364149201,1.56329901,2.76189936,1.194949203,1.208853073,1.312696548,0.787614451,1.923660453,0.781055402,0.296140872,1.519039029,-1.086112798,-1.163517323,-1.251787752,-0.642121536,-0.740819638,-0.752302851,-0.077709962,0,-0.05085327,0,-0.361551629,0,-0.231224251,0,-0.087229583,0,-0.166302152,0,1.634173751,1,1.848355006,-1.90314952,0.129060834,0,0.230234723,0,0.72736563,0.78392681,0,0.962178467,0.979579367,0.881175805,-1.07691177,-1.128174165,-1.311596387,-0.519985653,-0.599808087,-0.559364995,-0.708709413,-0.697598687,-0.876505663,-0.402838797,-0.448709275,-0.307929387,-0.84054409,-0.592331771,-0.90147744,-0.2734895,-0.223328502,-0.101403677,0.982838992,0.148911055,-0.97931646,-0.939840054,-1.24574911,-1.660281107,-0.083029584,0.04103765,-0.778432942,-1.193987026,-1.038097557,-1.020131562,0.872385276,0.446728156,-0.822295034,-0.672004384,0.278777112,-0.338512209,-0.088467563,0.131850972,-0.757195742,-0.803316305,-0.990962569,-0.973862021,-0.117612289,-0.158580855,-0.148103901,-0.210732951,-0.262615551,-0.307363712,-0.089716275,-0.110428899,-0.118530687,-0.034094111,-0.038706569,-0.047029343,0,0,0,0,-0.460839857,-0.421605562,0,0,0,0,0,0,0,0,0,1,0,0,-0.188933265,-0.245217614,-0.317365836,1.5725884,1.628899543,-0.848699651,1.095386262,1.456429018,1.408776207,-1.096543876,0.863525214,-0.455461801,-0.454697339,3.081298342
2.525565147,0,16,2005,-0.821399721,0,0,0,1,0,0,0,41592,0.792371008,1,1,0,0,0,1,2.999644206,2.654912658,2.565094299,2.189038955,1.817432443,1.563073096,1.266893503,0.973700655,0.713911634,2.571659248,2.39743497,2.506017344,1.904282233,2.038691629,5.218859114,1.099649148,1.432295701,6.673816183,0.466737783,0.79668147,7.314338379,1.741570885,1.697081022,3.558481882,1.956368304,1.878308387,5.229634883,1.783514846,1.717954952,6.381313701,0.2993835,0.149887032,2.158896884,-0.119249346,-0.193594094,3.743936837,-0.336315685,-0.377838512,5.085996282,-0.857239061,-0.525054258,-0.924574538,-0.493729234,-0.449546655,-0.614543035,2.567691073,1.582002014,-0.141325283,3.144017157,1.631789752,-0.448260205,-0.077709962,0,-0.05085327,0,-0.361551629,0,-0.231224251,0,-0.087229583,0,-0.166302152,0,-0.664149539,1,1.728548809,1.453804906,0.845648103,0,0.44120197,0,1.517871363,1.462136368,0,1.126720234,1.139336899,1.151967561,-0.835662381,-0.606291882,-1.057206776,-0.85588731,-0.508382826,-1.050256055,-0.959921655,-0.809657766,-0.90624734,-0.558157807,-0.418719169,-0.868783258,-1.249447496,-1.09907001,-0.998854833,-0.654497288,-0.422593153,-0.908106706,-0.693817075,-0.592190882,1.40471683,1.345405756,-1.351009412,-1.392273766,-1.888289385,-2.159219561,-0.94240064,-1.219047034,-0.776102882,-0.991872578,0.433309691,-0.615220964,1.235735162,1.439277782,0.835634633,-1.412620985,-1.887796597,-2.23116275,-0.04166593,-0.981804403,-0.501738864,-0.517459849,-0.117612289,-0.158580855,-0.148103901,-0.210732951,-0.262615551,-0.307363712,-0.089716275,-0.110428899,-0.118530687,-0.034094111,-0.038706569,-0.047029343,0,0,1,1,-0.601053224,-0.455160194,0,0,1,0,0,1,0,0,0,0,0,0,-0.188933265,-0.245217614,-0.317365836,1.727966689,0.204614325,1.861873306,-0.262829015,1.639652927,-0.08160044,1.621669121,-0.45322016,-0.455461801,-0.454697339,1.140659128
2.31862402,0,2,2010,1.642409229,0,0,1,0,0,0,0,32953,0.792371008,0,1,0,1,0,1,0.058718083,-0.416299337,-0.447088035,0.058410401,-0.264253001,-0.343338477,0.054814942,-0.181611709,-0.254220538,0.044311265,-0.450732452,-0.335158894,-0.055022425,-0.476234821,0.072057634,-0.025619083,-0.342171071,-0.241713796,-0.013785736,-0.247672992,-0.270929224,-0.082940018,-0.34984562,0.624261125,-0.060620015,-0.486049969,0.332539628,-0.035538777,-0.46237155,0.067566434,-0.133960751,-0.009458482,1.044703699,-0.128521425,-0.36223057,0.968602373,-0.095308071,-0.475939429,0.506847668,-0.041754451,0.747640573,2.413956906,-0.028815943,0.260306057,2.243708195,-0.122234625,-0.927405126,0.029416214,-0.080086027,-0.723272187,-0.347574822,0.014815949,0,0.016519593,0,-0.004100215,0,-0.03518619,0,0.004153473,0,-0.000234,0,-0.024931279,1,0.518055845,-0.498085214,-1.713592142,0,-1.141052383,0,-0.391724868,-0.344538299,0,-0.685662279,-0.620348583,-0.557832694,0.859686205,0.559198338,0.678052492,0.77703417,1.045759842,0.97720964,-0.00394814,0.050620425,0.166167251,2.314956401,0.623356316,0.796976297,0.69760196,1.014206082,0.881321123,1.08229259,1.102975348,1.003528951,-0.313352589,-0.558850749,-1.542894664,-1.507446438,-0.505810797,-0.855991073,-1.431797962,-1.139111721,0.283250547,0.03597769,-1.208402724,-0.927544225,-0.499987773,-0.702141791,-1.30659641,-1.601310352,-0.222943166,-0.848049927,-1.350892612,-1.042622923,0.26117074,-0.007893969,-1.383321961,-1.216887915,-0.117612289,-0.158580855,-0.148103901,-0.210732951,-0.262615551,-0.307363712,-0.089716275,-0.110428899,-0.118530687,-0.034094111,-0.038706569,-0.047029343,0,1,0,0,-0.53094654,-0.439581258,1,0,0,0,0,0,0,0,1,0,0,0,-0.188933265,-0.245217614,-0.317365836,0.200991263,0.050425609,-0.615592811,1.054025383,-1.778377983,-1.284956173,-1.096543876,-0.899079001,0.912352898,-0.454697339,-0.426246343
2.158380747,0,2,2010,1.642409229,0,0,1,0,0,0,0,15376,0.792371008,1,1,0,1,0,1,-0.560915604,-0.525810567,-0.707992972,-0.297603548,-0.279266228,-0.382757462,-0.196372994,-0.183027356,-0.258415791,-0.827115814,-0.7739862,-1.064531991,-0.660052386,-0.677428937,-0.728555929,-0.334253679,-0.367981497,-0.429543005,-0.226985904,-0.250077261,-0.305822375,-0.986564008,-0.933418697,-0.866185724,-0.867309189,-0.850359236,-0.880358077,-0.62950927,-0.638583532,-0.697333049,-0.631211251,-0.529846913,-0.260902078,-0.806166525,-0.780544415,-0.660992965,-0.583102047,-0.658424333,-0.636381834,0.227629327,-0.176310663,-0.913495902,-0.137548021,-0.338173613,-0.613106955,-1.086112798,-0.290969851,-0.867556289,-0.642121536,-0.501181822,-0.715901911,-0.077709962,0,-0.05085327,0,-0.361551629,1,-0.231224251,0,-0.087229583,0,-0.166302152,0,1.634173751,0,-1.291939396,0.373685377,0.333800054,0,0.230234723,0,-0.417631264,-0.324451,0,-0.910985811,-0.839120584,-0.770402739,1.184067678,2.012842069,1.04046702,0.77703417,1.045759842,0.97720964,0.763807903,1.381963584,0.35677501,2.314956401,0.623356316,0.796976297,1.278299194,2.168010363,0.127753685,1.08229259,1.102975348,1.003528951,-1.047600913,-1.248660832,-1.542963145,-1.506967204,0.222897038,-0.75067849,-1.431393625,-1.140162692,0.298070958,0.010680701,-1.209325925,-0.926657751,-0.660159554,-1.242637754,-1.30659641,-1.601310352,0.039747071,-0.711912009,-1.350892612,-1.042622923,-0.077011431,-0.329678228,-1.383321961,-1.216887915,5.262276565,-0.158580855,-0.148103901,4.947638865,-0.262615551,-0.307363712,1.352581024,-0.110428899,-0.118530687,0.036273943,-0.038706569,-0.047029343,0,1,0,0,0.380440348,-0.018949973,0,0,0,0,0,0,0,0,1,0,0,0,-0.188933265,-0.245217614,-0.317365836,-0.234345173,-0.332049622,0.012741589,0.098015176,-0.674328335,-0.643167327,-0.232674571,-0.103393496,-0.455461801,-0.454697339,-0.426246343
1.654956222,0,1,2002,-0.205447484,0,0,1,0,0,0,0,34993,-0.311198099,1,1,0,0,0,0,-0.647973798,-0.616922106,-0.787618989,-0.306301311,-0.288649602,-0.390796328,-0.196970747,-0.183692952,-0.258977946,-1.14848649,-1.106200244,-1.36230026,-0.548559576,-0.677428937,-0.499809197,-0.326772447,-0.367981497,-0.400270921,-0.226634601,-0.250077261,-0.303112227,-0.548605823,-0.933418697,-0.233813924,-0.659693489,-0.850359236,-0.470621206,-0.556943428,-0.638583532,-0.497503508,0.162287894,-0.303168233,0.749857951,-0.261805546,-0.62024626,0.446341919,-0.406910238,-0.598747999,0.015945538,-0.625778657,0.340834341,-0.859109253,-0.464915016,-0.057480683,-0.605279649,-0.659545623,-0.442812786,-1.251787752,-0.590517827,-0.577329443,-0.752302851,-0.077709962,0,-0.05085327,0,-0.361551629,0,-0.231224251,0,-0.087229583,0,-0.166302152,0,1.634173751,0,-1.457154545,-0.498085214,1.357496152,0,1.285070958,0,-1.27934557,-1.219467768,0,-1.040163884,-0.964542662,-0.892269234,0.625232987,-0.100496672,0.500149298,0.024137446,-0.775836496,0.268475097,-0.153786196,-0.37433707,-0.275535724,0.374159986,-1.343927872,0.350652636,-0.279420192,-0.29730927,-0.06487891,-0.778830091,-1.598982488,-0.994418218,0.32687671,1.01383015,0.506281885,0.452501481,0.947128159,2.963334772,-0.568208347,-0.714639929,1.073132819,1.982844792,0.572821553,0.574729013,0.442887378,0.771821798,5.93649337,0.101512759,1.639613275,3.381297921,-0.072006556,-0.519820234,1.058742434,1.621860434,0.476624993,0.685688197,-0.117612289,-0.158580855,-0.148103901,-0.210732951,-0.262615551,-0.307363712,-0.089716275,-0.110428899,-0.118530687,-0.034094111,-0.038706569,-0.047029343,0,1,0,0,-0.460839857,-0.421605562,0,0,0,0,0,0,0,1,0,0,0,0,-0.188933265,-0.245217614,-0.317365836,-0.234345173,-0.185484849,-0.137168611,0.633103916,-0.674328335,-0.489801474,-0.383007309,0.415357569,-0.455461801,-0.454697339,-0.426246343
7.298837185,1,13,2005,-0.205447484,0,0,0,0,0,0,1,36764,-1.414767205,1,1,0,0,0,1,0.085547407,0.081358173,-0.021948509,-0.155214298,-0.144661048,-0.236171517,-0.173288804,-0.16115393,-0.235209875,0.537164408,0.507433638,0.445467651,-0.214081148,-0.375637763,-0.957302662,-0.274403822,-0.322813252,-0.439300367,-0.220762817,-0.245054055,-0.306209539,0.200088608,-0.141559387,-2.226202521,-0.087153088,-0.322740804,-1.237848609,-0.233462919,-0.364231569,-0.790534979,0.02699797,-0.435592778,-2.888837118,-0.385540933,-0.717532083,-1.475378256,-0.459956378,-0.636485416,-0.779177047,-0.480938879,-0.391043126,-0.562333219,-0.43386649,-0.414174522,-0.539813137,0.095361949,1.254578006,0.409100661,-0.246249374,1.099630452,-0.072148239,-0.077709962,0,-0.05085327,0,-0.361551629,0,-0.231224251,0,-0.087229583,0,-0.166302152,0,-0.664149539,0,-0.826224001,0.912712223,0.538539273,0,0.019267476,0,0.333220853,0.316057202,0,0.839681884,0.860644507,0.881175805,-0.850871037,-0.841128926,-0.758819629,-0.475960986,-0.280973589,-0.678687307,-0.385835568,-0.261807814,-0.366292771,-1.188767971,-1.108473408,-1.184542663,-0.5472672,-0.395202235,-0.488729707,-1.285387782,-1.074557657,-1.261803865,0.902281911,0.538336044,-0.465220937,-0.476728915,1.279393568,0.683583906,0.722567829,0.415676497,0.017531812,-0.050025994,0.082557129,0.117233699,0.596703712,0.367987588,-0.263448943,-0.480550162,0.794738153,0.529945489,0.938623673,0.429268917,0.361067862,0.55131279,0.245004089,0.300801746,-0.117612289,-0.158580855,-0.148103901,-0.210732951,-0.262615551,-0.307363712,-0.089716275,-0.110428899,-0.118530687,-0.034094111,-0.038706569,-0.047029343,0,0,0,0,-0.565999882,-0.447670321,0,0,0,0,0,0,0,0,0,0,1,0,-0.188933265,-0.245217614,-0.317365836,0.356369552,-0.274435808,1.538616918,-0.124168006,0.022249426,-0.582880045,1.297501601,-0.318792838,-0.455461801,-0.454697339,0.487936301
